"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2014-153024","特願2013-025267","2013/02/13","2014/08/25","空調システム","戸田建設株式会社","F24F5/00,101@B,F24F5/00,102@C,F24F13/06@C,F28D20/00@C,F28D20/02@Z,F28D20/02@D","特開2014-153024","","特許6155041","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-153024/11/ja"
"特開2014-152493","特願2013-022159","2013/02/07","2014/08/25","既存建物の建替工法と地盤アンカー用台座","戸田建設株式会社","E02D5/80@Z,E02D17/04@E,E02D29/04@Z,E04G23/08@Z,E02D29/05@Z","特開2014-152493","","特許6082614","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-152493/11/ja"
"特開2014-137325","特願2013-007159","2013/01/18","2014/07/28","放射性物質が付着した軟質系除染対象物の除染方法","戸田建設株式会社,会津土建株式会社,新六精機株式会社,シグマテック株式会社","G21F9/12,501@B,G21F9/12,501@F,G21F9/12,501@J,G21F9/12,501@K,G21F9/28,521@A,G21F9/28,551@Z","特開2014-137325","","特許6126848","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-137325/11/ja"
"特開2014-129668","特願2012-287377","2012/12/28","2014/07/10","高層・超高層建物の解体工法","戸田建設株式会社","E04G23/08@A,E04G23/08@D,E04G23/08@Z","特開2014-129668","","特許6126844","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-129668/11/ja"
"特開2014-122468","特願2012-277836","2012/12/20","2014/07/03","足場の外壁損傷防止治具","戸田建設株式会社","E04G21/30@Z","特開2014-122468","","特許6031348","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-122468/11/ja"
"特開2014-114176","特願2012-267443","2012/12/06","2014/06/26","コンクリート材料","西松建設株式会社,戸田建設株式会社","C04B18/14@A,C04B20/00@B,C04B28/04,C04B7/19,C04B24/10,C04B24/18@B","特開2014-114176","","特許6076722","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-114176/11/ja"
"特開2014-114145","特願2012-271079","2012/12/12","2014/06/26","建物安全管理システム","戸田建設株式会社,富士電機株式会社","B66B5/02@Q,G08B25/04@B,G08B27/00@A,G08B31/00@B","特開2014-114145","","特許6018898","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-114145/11/ja"
"特開2014-098550","特願2014-034941","2014/02/26","2014/05/29","給気装置","高砂熱学工業株式会社","F24F7/06@Z,F24F7/10@Z,F24F7/10,101@A","特開2014-098550","","特許5785633","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-098550/11/ja"
"特開2014-091970","特願2012-243478","2012/11/05","2014/05/19","手摺柱の型枠取付用金物","戸田建設株式会社","E04G5/14,302,E04G5/16@A,E04G7/34,304@A,E04G21/32@C","特開2014-091970","","特許5930202","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-091970/11/ja"
"特開2013-256975","特願2012-132068","2012/06/11","2013/12/26","吊り金具用補強金具","戸田建設株式会社,株式会社昭和コーポレーション","F16B1/00@A,F16M13/00@N,F24F1/00,426,F24F13/32,F24F1/0047","特開2013-256975","","特許5975564","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-256975/11/ja"
"特開2013-254239","特願2012-127887","2012/06/05","2013/12/19","モニタリングシステム","戸田建設株式会社,富士電機株式会社","G08B31/00@B,G08B31/00@Z","特開2013-254239","","特許6082191","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-254239/11/ja"
"特開2013-253015","特願2013-129508","2013/06/20","2013/12/19","既設コンクリートのひび割れ閉塞方法及びひび割れ閉塞剤","国立大学法人北海道大学,戸田建設株式会社","C04B41/68,C04B41/71,E04G21/02,104,E04G23/02@B","特開2013-253015","","特許5715191","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-253015/11/ja"
"特開2013-245605","特願2012-119565","2012/05/25","2013/12/09","騒音低減装置","戸田建設株式会社","F01N1/00@A,F01N13/20@E","特開2013-245605","","特許5981223","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-245605/11/ja"
"特開2013-227766","特願2012-099875","2012/04/25","2013/11/07","掘削工具","三菱マテリアル株式会社,戸田建設株式会社,西松建設株式会社,古河ロックドリル株式会社","E21B10/32,E21B10/36","特開2013-227766","","特許6088154","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-227766/11/ja"
"特開2013-198540","特願2012-067033","2012/03/23","2013/10/03","身障者用洗面化粧台と自動石鹸水供給装置の収納方法","戸田建設株式会社","A47K1/00@J,A47K1/00@S,A47K5/12@A","特開2013-198540","","特許5865148","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-198540/11/ja"
"特開2013-185337","特願2012-050086","2012/03/07","2013/09/19","柱とフラットスラブの接合材及びその接合構造","戸田建設株式会社","E04B1/30@C,E04B1/30@H,E04B5/43@C","特開2013-185337","","特許5940323","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-185337/11/ja"
"特開2013-173612","特願2012-040224","2012/02/27","2013/09/05","光ファイバケーブル巻回ドラム及びそれを用いた通信システム","戸田建設株式会社,日本電線工業株式会社","B65H49/00,H04B9/00,250,H04B9/00,380,H04B9/00,500,H04B9/00,600,B65H75/40@B,B65H75/38@T,H04B10/25,H04B10/80,H04B10/50,H04B10/60,H04B10/80,160","特開2013-173612","","特許5867716","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-173612/11/ja"
"特開2013-144876","特願2012-004900","2012/01/13","2013/07/25","山留め壁の施工方法","戸田建設株式会社","E02D5/08,E02D5/20","特開2013-144876","","特許5871624","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-144876/11/ja"
"特開2013-104220","特願2011-248481","2011/11/14","2013/05/30","スラブの解体方法と解体装置","戸田建設株式会社","E04G23/08@D","特開2013-104220","","特許5816531","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-104220/11/ja"
"特開2013-087540","特願2011-230548","2011/10/20","2013/05/13","アウトフレーム補強工法とその補強構造","戸田建設株式会社","E04G23/02@D","特開2013-087540","","特許5816514","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-087540/11/ja"
"特開2013-057061","特願2012-177079","2012/08/09","2013/03/28","地盤掘削用膨潤高吸水性ポリマー安定液組成物及びこれを用いた施工法","学校法人早稲田大学,有限会社マグマ,戸田建設株式会社","C09K8/12,C09K8/24,E02D5/18,101,E02D5/18,102,E02D5/20,101,E02D5/20,102,E02D5/34@Z,E02D7/00@Z,E21B21/00@A","特開2013-057061","","特許6113433","拒絶2017-001895","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-057061/11/ja"
"特開2013-047459","特願2012-262726","2012/11/30","2013/03/07","自昇降式外部養生装置用の固定装置とその設置方法","戸田建設株式会社,ＪＦＥシビル株式会社","E04G21/32@B","特開2013-047459","","特許6009332","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-047459/11/ja"
"特開2012-246730","特願2011-121727","2011/05/31","2012/12/13","山留め壁の構築方法","戸田建設株式会社,ヒロセ株式会社","E02D5/20,101","特開2012-246730","","特許5808153","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-246730/11/ja"
"特開2012-233349","特願2011-102782","2011/05/02","2012/11/29","山留め工法","戸田建設株式会社","E02D3/12,101,E02D19/16,E02D29/04@Z,E02D17/04@Z,E02D29/05@Z","特開2012-233349","","特許5681039","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-233349/11/ja"
"特開2012-229529","特願2011-096923","2011/04/25","2012/11/22","コンクリート打設用時間管理システムとその時間管理方法","戸田建設株式会社","B28B1/08@Z,E04G21/00,B28B1/08,B28B1/093","特開2012-229529","","特許5719672","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-229529/11/ja"
"特開2012-201219","特願2011-067683","2011/03/25","2012/10/22","洋上風力発電設備の施工方法","戸田建設株式会社","B63B35/00@T,B63B35/44@Z,B63B39/04,B63B9/06,107@A,B63B43/06@Z,B63B75/00","特開2012-201219","","特許5738644","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-201219/11/ja"
"特開2012-201218","特願2011-067679","2011/03/25","2012/10/22","洋上風力発電設備の施工方法","戸田建設株式会社","B63B9/06@B,B63B35/00@T,B63B35/44@Z,B63B43/06@Z,B63B9/06,107@A,B63B75/00,B63B77/10","特開2012-201218","","特許5738643","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-201218/11/ja"
"特開2012-201217","特願2011-067676","2011/03/25","2012/10/22","洋上風力発電設備の施工方法","戸田建設株式会社","B63B27/25,B63B35/00@T,B63B35/34@Z,B63B35/44@Z,B63B43/06@Z,B63B43/08,B63B9/06,107@A,B63B75/00","特開2012-201217","","特許5738642","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-201217/11/ja"
"特許5048861","特願2011-220379","2011/10/04","2012/10/17","建築物の制振装置","独立行政法人建築研究所,株式会社熊谷組,佐藤工業株式会社,戸田建設株式会社,西松建設株式会社,株式会社安藤・間,株式会社フジタ,前田建設工業株式会社","E04H9/02,301,E04H9/02,311,F16F15/02@C,F16F15/02@E,F16F15/023@A","特開2013-079534","","特許5048861","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-5048861/15/ja"
"特開2012-188880","特願2011-054233","2011/03/11","2012/10/04","コンクリート補強用シート及びコンクリート補強方法","戸田建設株式会社","E01D22/00@B,E04C5/02,E04G23/02@A,E21D11/00@Z,E21D11/10@Z","特開2012-188880","","特許5692798","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-188880/11/ja"
"特開2012-177279","特願2011-041667","2011/02/28","2012/09/13","緑化手摺ユニット","戸田建設株式会社","A01G1/00,301@C,A01G9/00@B,A01G9/00@C,A01G9/02@B,A01G9/02,103@T,A01G9/02,103@W,A01G9/12@A,E04F11/18,E04G21/00,E04G5/14,302@A,A01G20/00","特開2012-177279","","特許5753403","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-177279/11/ja"
"特開2012-171786","特願2011-038718","2011/02/24","2012/09/10","エレベータ装置","戸田建設株式会社,サノヤス建機株式会社","B66B9/18@E,B66B9/18@G,B66B9/187@E,B66B9/187@G","特開2012-171786","","特許5793316","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-171786/11/ja"
"特開2012-167512","特願2011-030874","2011/02/16","2012/09/06","補強材、構造物の補強構造及び構造物の補強方法","戸田建設株式会社,公益財団法人鉄道総合技術研究所,株式会社有沢製作所","E21D11/04@Z","特開2012-167512","","特許5623936","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-167512/11/ja"
"特開2012-154141","特願2011-016299","2011/01/28","2012/08/16","ホール天井における耐震スリット構造","戸田建設株式会社","E04B5/52@U,E04B5/52@Z,E04B5/58@B,E04B9/00@R,E04B9/00@Z,E04B9/18@B","特開2012-154141","","特許5588373","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-154141/11/ja"
"特開2012-149503","特願2011-194389","2011/09/06","2012/08/09","地盤改良工法","学校法人早稲田大学,有限会社マグマ,太洋基礎工業株式会社,戸田建設株式会社,前田建設工業株式会社,株式会社安藤・間","E02D3/12,102","特開2012-149503","","特許5898889","拒絶2016-000497","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-149503/11/ja"
"特開2012-136866","特願2010-289841","2010/12/27","2012/07/19","建築物の解体工法と、解体装置","戸田建設株式会社,株式会社エフ　アイ　ティー","E04G23/08@A,E04G23/08@H,E04G23/08@Z","特開2012-136866","","特許5617130","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-136866/11/ja"
"特開2012-122269","特願2010-274435","2010/12/09","2012/06/28","昇降用タラップ","戸田建設株式会社","E04G1/36,301@A,E06C1/12,E06C1/36,E06C7/18","特開2012-122269","","特許5636270","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-122269/11/ja"
"特開2012-112104","特願2010-259636","2010/11/22","2012/06/14","トンネル脚部補強構造","西松建設株式会社,戸田建設株式会社","E21D11/10@D,E21D11/18","特開2012-112104","","特許5693172","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-112104/11/ja"
"特開2012-077579","特願2010-226426","2010/10/06","2012/04/19","地中熱交換チューブの設置方法とその鉄筋籠","戸田建設株式会社","E02D5/34@Z,E02D27/12@Z,E02D27/32@Z,F16L1/02@D,F16L3/00@H,F24J3/08,F16L1/028@D,F24T10/15","特開2012-077579","","特許5480094","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-077579/11/ja"
"特開2012-036675","特願2010-179576","2010/08/10","2012/02/23","クリップ補強金具","戸田建設株式会社,西松建設株式会社,八潮建材工業株式会社","E04B5/55@M,E04B5/58@R,E04B9/16@B,E04B9/18@Q","特開2012-036675","","特許5496817","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-036675/11/ja"
"特開2012-036047","特願2010-178831","2010/08/09","2012/02/23","中性域固結可塑状水中不分離二液型グラウト材","大阪瓦斯株式会社,株式会社大阪防水建設社,戸田建設株式会社,株式会社薬材開発センター","C04B22/06@Z,C04B22/14@A,C04B24/38@Z,C04B28/02,C04B111:70,C09K17/02@P,C09K17/08@P,C09K17/10@P,C09K17/32@P,C09K17/44@P,C09K103:00","特開2012-036047","","特許5073023","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-036047/11/ja"
"特開2011-241745","特願2010-114071","2010/05/18","2011/12/01","レデューサを用いた騒音低減装置","戸田建設株式会社","F01N1/00@A,G10K11/16@H,G10K11/175,G10K11/16,150,G10K11/178","特開2011-241745","","特許5607422","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-241745/11/ja"
"特開2011-220100","特願2011-064542","2011/03/23","2011/11/04","立体高架橋構造及びその施工方法","戸田建設株式会社,ジオスター株式会社","E01D1/00@C,E01D4/00,E01D21/00@B","特開2011-220100","","特許5713747","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-220100/11/ja"
"特開2011-202383","特願2010-069293","2010/03/25","2011/10/13","コンクリートの打設管理システム","戸田建設株式会社","E04G21/00,E04G21/02,103@Z","特開2011-202383","","特許5406090","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-202383/11/ja"
"特開2011-202355","特願2010-067735","2010/03/24","2011/10/13","規格気泡安定液による地下構造物の造成方法","学校法人早稲田大学,有限会社マグマ,太洋基礎工業株式会社","E02D5/18,E02D5/20,E02D29/04@Z,E02D29/05@Z","特開2011-202355","","特許5676897","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-202355/11/ja"
"特開2011-200832","特願2010-072519","2010/03/26","2011/10/13","アスベスト含有建材の加熱処理システム","西松建設株式会社,大旺新洋株式会社,戸田建設株式会社","A62D3/40,A62D101:41,B09B3/00,303@Z,B09B3/00@Z,E04G23/02@Z,B09B3/35,B09B3/40,B09B101:35,B09B3/30","特開2011-200832","","特許5810348","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-200832/11/ja"
"特開2011-200749","特願2010-067927","2010/03/24","2011/10/13","ふっ素汚染土壌のふっ素不溶化材及びそれを用いたふっ素汚染土壌のふっ素不溶化方法","戸田建設株式会社,電気化学工業株式会社","B01J20/08@C,B09B3/00,304@K,C09K17/06@P,C09K17/08@P,C09K17/10@P,B09C1/08,B09B3/70,B09B101:90","特開2011-200749","","特許5629105","拒絶2014-011762","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-200749/11/ja"
"特開2011-184882","特願2010-048831","2010/03/05","2011/09/22","基礎耐震補強工法とその加力装置","戸田建設株式会社,株式会社安藤・間,西松建設株式会社,千代田工営株式会社","E02D27/12@Z,E02D27/34@A,E02D31/08,E02D37/00,E04G23/02@D","特開2011-184882","","特許5622409","","","特許 有効","権利の移転","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-184882/11/ja"
"特開2011-163074","特願2010-029919","2010/02/15","2011/08/25","山留め工法","戸田建設株式会社","E02D29/04@Z,E02D29/05@Z","特開2011-163074","","特許5525850","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-163074/11/ja"
"特開2011-141051","特願2010-000512","2010/01/05","2011/07/21","エアカーテン兼用空調システム","戸田建設株式会社,高砂熱学工業株式会社","F24F9/00@G,F24F11/02,102@H,F24F11/46,F24F11/61,F24F11/65,F24F11/79,F24F140:00,F24F11/80","特開2011-141051","","特許5530721","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-141051/11/ja"
"特開2011-129014","特願2009-288792","2009/12/21","2011/06/30","生コンクリートの管理方法","戸田建設株式会社","B28C9/02,G06K17/00@F,G06K17/00@L,G06K19/00@H,G06K19/00@N,G06K19/00@Q,G06K7/10,244,G06K17/00,022,G06K19/07,170,G06K19/07,230","特開2011-129014","","特許5389633","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-129014/11/ja"
"特開2011-122386","特願2009-282391","2009/12/14","2011/06/23","地下構造物の構築方法及び地下構造物、並びにそのためのプレキャストコンクリート部材","戸田建設株式会社,ジオスター株式会社","E02D29/00@C,E02D29/16,E21D10/02,E02D29/045@A,E02D29/05@C","特開2011-122386","","特許5513867","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-122386/11/ja"
"特開2011-122371","特願2009-281491","2009/12/11","2011/06/23","構造物における接合部のずれ防止方法とずれ防止部材、および構造物における接合部の構造","戸田建設株式会社,平石　久廣,独立行政法人都市再生機構,株式会社大林組,株式会社奥村組,五洋建設株式会社","E02D27/34@A,E04B1/20@E,E04B1/58,511@A","特開2011-122371","","特許5422358","","","特許 有効","権利の移転","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-122371/11/ja"
"特開2011-099312","特願2010-215373","2010/09/27","2011/05/19","セグメントの継手構造","戸田建設株式会社,日本ヒューム株式会社","E21D11/04@A","特開2011-099312","","特許5752909","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-099312/11/ja"
"特開2011-093643","特願2009-248011","2009/10/28","2011/05/12","直上高架橋の基礎工用施工装置及び施工方法","戸田建設株式会社","B66C17/06,E01D21/00@A","特開2011-093643","","特許5477898","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-093643/11/ja"
"特開2011-085351","特願2009-239679","2009/10/16","2011/04/28","大型空間室の置換換気設備","高砂熱学工業株式会社,戸田建設株式会社","F24F3/052,F24F7/10@Z,F24F13/08@A","特開2011-085351","","特許5490485","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-085351/11/ja"
"特開2011-080287","特願2009-234207","2009/10/08","2011/04/21","大口径開口部を有する梁の補強構造とＫ字型補強筋組立用ユニット","戸田建設株式会社","E04C3/20,E04C5/01,E04C5/02","特開2011-080287","","特許5358389","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-080287/11/ja"
"特開2011-074655","特願2009-227138","2009/09/30","2011/04/14","合成セグメント","戸田建設株式会社","B28B7/10@B,B28B23/02@A,E21D11/04@Z,E21D11/08,E21D11/14","特開2011-074655","","特許5160521","拒絶2012-022418","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-074655/11/ja"
"特開2011-063984","特願2009-215139","2009/09/17","2011/03/31","コンクリート接合構造","戸田建設株式会社,日本ヒューム株式会社","E04B1/21@A,E04B1/41,502@N,E04B1/60,503@J,E04B1/61,502@J","特開2011-063984","","特許5258111","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-063984/11/ja"
"特開2011-038266","特願2009-184303","2009/08/07","2011/02/24","プレキャスト杭頭接合体と杭頭部の施工方法","平石　久廣,独立行政法人都市再生機構,株式会社大林組,株式会社奥村組,五洋建設株式会社,戸田建設株式会社","E02D5/34@A","特開2011-038266","","特許5315165","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-038266/11/ja"
"特開2011-034205","特願2009-177918","2009/07/30","2011/02/17","ＣＯ２削減メディアシステム及びＣＯ２削減支援方法","戸田建設株式会社","G06F17/60,110,G06F17/60,122@C,G06F17/60,G06Q50/06,G06Q50/16,102,G06Q50/16,300,G06Q50/163","特開2011-034205","","特許5382790","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-034205/11/ja"
"特開2011-032719","特願2009-179712","2009/07/31","2011/02/17","覆工コンクリートの養生装置及びそれを用いた覆工コンクリートの養生方法","戸田建設株式会社,フジモリ産業株式会社,早川ゴム株式会社,株式会社流機エンジニアリング","E21D11/10@Z","特開2011-032719","","特許5534735","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-032719/11/ja"
"特開2011-021408","特願2009-168348","2009/07/17","2011/02/03","トンネル用セントル","戸田建設株式会社,岐阜工業株式会社","E21D11/10@B","特開2011-021408","","特許5234655","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-021408/11/ja"
"特開2011-021344","特願2009-165562","2009/07/14","2011/02/03","杭基礎の改良体とその構築工法","戸田建設株式会社,ジェコス株式会社,成幸利根株式会社,株式会社トーヨーアサノ,西松建設株式会社,株式会社安藤・間,三谷セキサン株式会社","E02D3/12,102,E02D27/12@Z","特開2011-021344","","特許5286611","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-021344/11/ja"
"特開2011-017188","特願2009-162546","2009/07/09","2011/01/27","既存建物の解体工法","戸田建設株式会社","E04G23/08@Z","特開2011-017188","","特許5303381","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-017188/11/ja"
"特開2011-017187","特願2009-162541","2009/07/09","2011/01/27","既存建物における免震化工法","戸田建設株式会社","E04G23/02@F","特開2011-017187","","特許5378896","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-017187/11/ja"
"特開2011-012442","特願2009-157122","2009/07/01","2011/01/20","天井裏足場支持用金具およびこれを用いた天井裏足場支持構造","戸田建設株式会社,株式会社桐井製作所","E04G3/22@C","特開2011-012442","","特許5319426","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-012442/11/ja"
"特開2010-248775","特願2009-098859","2009/04/15","2010/11/04","ハンドホールの水抜き孔の止水弁装置","戸田建設株式会社","E02D29/10@Z,E02D29/12@Z,H02G9/10,E02D29/00","特開2010-248775","","特許5249118","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-248775/11/ja"
"特開2010-236348","特願2010-055664","2010/03/12","2010/10/21","セグメントの継手構造及びトンネル用セグメント","戸田建設株式会社,日本ヒューム株式会社","E21D11/04@A","特開2010-236348","","特許5465050","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-236348/11/ja"
"特開2010-223114","特願2009-071884","2009/03/24","2010/10/07","洋上風力発電設備及びその施工方法","戸田建設株式会社,日本ヒューム株式会社","B63B22/20,B63B35/00@T,B63B35/38@A,F03D9/00@G,F03D11/04@A,F03D9/30,F03D13/25","特開2010-223114","","特許5274329","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-223114/11/ja"
"特開2010-223113","特願2009-071880","2009/03/24","2010/10/07","洋上風力発電設備の施工方法","戸田建設株式会社,日本ヒューム株式会社","B63B22/20,B63B35/00@T,B63B35/38@A,F03D9/00@G,F03D11/04@A,F03D13/25","特開2010-223113","","特許5330048","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-223113/11/ja"
"特開2010-222838","特願2009-071244","2009/03/24","2010/10/07","親子シールド掘進機及びトンネルの構築方法","戸田建設株式会社,三菱重工メカトロシステムズ株式会社","E21D9/06,301@C,E21D9/06,301@D,E21D9/06,301@E","特開2010-222838","","特許5274328","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-222838/11/ja"
"特開2010-203155","特願2009-050256","2009/03/04","2010/09/16","直上高架橋の施工装置及び施工方法","戸田建設株式会社","E01D1/00@C,E01D21/00@A,E01D21/00@B,E02D27/16,E02D27/32@A","特開2010-203155","","特許5187969","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-203155/11/ja"
"特開2010-180666","特願2009-027286","2009/02/09","2010/08/19","簡易トラップ桝","戸田建設株式会社","E03F5/10@A","特開2010-180666","","特許5390878","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-180666/11/ja"
"特開2010-168850","特願2009-013962","2009/01/26","2010/08/05","柱主筋継手のグラウト用型枠の支持方法と、位置固定治具及びグラウト用型枠ユニット","戸田建設株式会社,有限会社永友グラウト工事","E04B1/20@E,E04B1/58,511@A,E04C5/18,102,E04G9/00,101,E04G13/02@B","特開2010-168850","","特許5215885","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-168850/11/ja"
"特開2010-144399","特願2008-322171","2008/12/18","2010/07/01","既存建物に対する免震装置の設置方法","戸田建設株式会社","E04G23/02@F,E04H9/02,331@E,F16F15/02@L","特開2010-144399","","特許5346572","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-144399/11/ja"
"特開2010-070941","特願2008-237807","2008/09/17","2010/04/02","免震化工事における水平力拘束方法","戸田建設株式会社","E04G23/02@D,E04G23/02@F,E04H9/02,331@Z","特開2010-070941","","特許5368040","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-070941/11/ja"
"特開2010-070403","特願2008-237508","2008/09/17","2010/04/02","新規コンクリートの乾燥収縮ひび割れ抑制方法及びひび割れ抑制剤","戸田建設株式会社,国立大学法人北海道大学","B28B11/04,C04B40/02,C04B41/68,C04B41/71","特開2010-070403","","特許5388519","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2010-070403/11/ja"
