"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2021-046510","特願2019-171209","2019/09/20","2021/03/25","樹脂フィルム","セツナン化成株式会社,長瀬産業株式会社,東ソー株式会社","C08J5/18,C08L23/06,C08K5/10,B29C55/18,C08L23/02","(57)【要約】
【課題】剛性および強度に優れ、低透湿であり、かつ、生産効率に優れた樹脂フィルムを提供すること。
【解決手段】本発明の樹脂フィルムは、超高分子量ポリエチレン樹脂（Ａ）と、熱可塑性樹脂（Ｂ）と、縮合ヒドロキシ脂肪酸および／またはそのアルコールエステル（Ｃ）とを含み、（ｉ）厚みが１０μｍ～５００μｍであり、（ｉｉ）結晶配向度が０．９４以上であり、（ｉｉｉ）２３℃における引張強度が１００ＭＰａ以上であり、（ｉｖ）２３℃における引張弾性率が３０００ＭＰａ以上であり、（ｖ）３０μｍ換算透湿度が１０ｇ／ｍ２・ｄ以下であり、かつ、（ｖｉ）ＤＳＣ測定において、１４０℃未満の吸熱ピークと、１４０℃以上の吸熱ピークとを有する。
【選択図】なし
","特開2021-046510","","特許7404732","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-046510/11/ja"
"特許6834046","特願2020-082765","2020/05/08","2021/02/24","バーチャル疾患体験システム、バーチャル疾患体験方法、及びプログラム","長瀬産業株式会社","G16H50/30","(57)【要約】
【課題】  健康の無関心期にある対象者の関心を高め、行動変容へ向けさせる。
【解決手段】  バーチャル疾患体験システム装置は、ユーザの健康関連情報に基づいてユーザの疾患リスクを判定する判定部１６と、ユーザの関心分野に関する情報の入力を受け付ける入力部２３と、関心分野及び疾患リスクごとに分類された複数のコンテンツデータを記憶したコンテンツ記憶部１７と、判定部１６によって判定された疾患リスクと入力部２３を介して受け付けた関心分野に関する情報とに基づいてコンテンツ記憶部１７からコンテンツデータを読み出すコンテンツ選択部１８を含む。
【選択図】図２
","特開2021-177347","","特許6834046","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6834046/15/ja"
"特開2021-017427","特願2019-135388","2019/07/23","2021/02/15","ビスハロアルキルシロキサン化合物及びその製造方法、並びに、両末端官能性のシロキサン化合物の製造方法","ケイ素材料開発株式会社,ナガセケムスペック株式会社,長瀬産業株式会社","C07F7/08@X,C07F7/08@Y,C08G77/385,C07B61/00,300","(57)【要約】
【課題】両末端官能性のシロキサン化合物を合成するための中間体等として有用な、新規なビスアルキルシロキサン化合物、及びその製造方法を提供すること。
【解決手段】下記式（１）で表される、ビスハロアルキルシロキサン化合物。
    

［式中、Ｘはハロゲン原子を示し、Ｒ１は炭素数３～７のアルキレン基を示し、Ｒ２は炭素数１～３のアルキル基、又はフェニル基を示し、同一分子中の複数のＲ２は同一でも異なっていてもよく、ｎは０～２００の整数を示す。］
【選択図】なし
","特開2021-017427","","特許7350253","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-017427/11/ja"
"再表2021/002284","特願2020-555931","2020/06/26","2021/01/07","管理装置、管理システム、管理方法、管理プログラムおよび記録媒体","長瀬産業株式会社","G06Q10/08,G06Q30/02,470,G06Q30/015","(57)【要約】
  材料のサプライチェーンにおいて取引対象のトレーサビリティをより確実にする。製品の材料を取引するサプライチェーンを構成する拠点に配置される管理装置（１０）は、センサを用いて取得した材料を表す情報を用いて、材料に固有の特徴量を示す材料識別情報を生成する材料識別情報生成部（１１）と、材料の取引内容を示すトランザクションデータとして、生成した材料識別情報を含むトランザクションデータを、ブロックチェーンシステム（２００）に記憶されるブロックチェーンに登録するトランザクション登録部（１３）と、を備える。
","WO2021/002284","","特許6861327","","再表2021/002284","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-002284/19/ja"
"特開2020-200453","特願2020-094374","2020/05/29","2020/12/17","樹脂組成物、該樹脂組成物の製造法および該樹脂組成物を用いた成形体","セツナン化成株式会社,長瀬産業株式会社","C08L29/04,C08K7/02,C08L23/12,C08J5/04,C08J3/205,C08L29/04@B","(57)【要約】
【課題】機械的強度に優れ、かつ、軽量な成形体を形成し得る樹脂組成物を提供すること。
【解決手段】本発明の樹脂組成物は、熱可塑性樹脂と水溶性ポリマーとを含み、該水溶性ポリマーが、該熱可塑性樹脂中で繊維状に分散している。１つの実施形態においては、上記水溶性ポリマーが、ポリビニルアルコール系樹脂である。１つの実施形態においては、上記熱可塑性樹脂が、ポリオレフィン系樹脂である。本発明の別の局面によれば、上記樹脂組成物の製造方法が提供される。この製造方法は、水溶性ポリマーを溶媒に溶解させて溶液を調製すること、該溶液と熱可塑性樹脂とを溶融混練すること、および溶融混練後、該溶媒を除去することを含む。
【選択図】図１
","特開2020-200453","","特許7557284","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-200453/11/ja"
"特許7303297","特願2021-524950","2020/08/18","2020/12/10","情報処理システム、情報処理装置、および情報処理方法","長瀬産業株式会社","G06Q50/10","null","WO2020/246623","","特許7303297","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7303297/15/ja"
"特開2020-184291","特願2019-165493","2019/09/11","2020/11/12","電子機器、情報処理システム","株式会社シーズ,長瀬産業株式会社","G06F11/10,604,G06F11/07,163,G06F11/07,140@R,G06F12/00,560@A,H04L1/00@B","(57)【要約】
【課題】データの伝送におけるデータ破壊リスクを、さらに低減し得る技術を提供すること。
【解決手段】データブロック生成部３２ｇは、センサ情報に基づいてデータブロックＢＤ１、データブロックＢＤ２、及びデータブロックＢＤ３を生成する。第１処理部３３ｇは、第２関連付情報ＦＴ１を生成し、これを第１関連付情報ＨＤ２としてデータブロックＢＤ２に付加する。第２処理部３４ｇは、データブロックＢＤ２から得られるハッシュ値を少なくとも含む第２関連付情報ＦＴ２を生成してデータブロックＢＤ２に付加する。記憶制御部３６ｇは、第１関連付情報ＨＤ２及び第２関連付情報ＦＴ２が付加されたデータブロックＢＤ２を、データブロックＢＤ１を含む１以上の他の前記単位のデータに対して、ブロックチェーンの技術を利用した対応付けを行って、記憶部１２ｇに記憶させる制御を実行する。これにより、上記課題を解決する。
【選択図】図６
","特開2020-184291","","特許6991427","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-184291/11/ja"
"特許7495065","特願2021-511171","2020/02/07","2020/10/08","新規化合物およびその利用","学校法人北里研究所,長瀬産業株式会社","C07H13/02,A61K8/60,A61Q19/00,A61K31/7024,A61P39/06,C12P19/12,C09K15/06,C07H13/06,C12R1:465","null","WO2020/202790","","特許7495065","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-7495065/15/ja"
"特開2020-152836","特願2019-053220","2019/03/20","2020/09/24","ポリエステル樹脂組成物","セツナン化成株式会社,長瀬産業株式会社","C08L67/02,C08J5/18,C08K3/34,C08K13/08,C08J5/00","(57)【要約】
【課題】本発明は、成形時において、透明性を損なうことなく、耐ブロッキング性が優れた、ポリエステル樹脂と無機粒子アンチブロッキング剤を含むポリエステル樹脂組成物を提供することを目的とする。
【解決手段】本発明は、ポリエステル樹脂、及び、全量に対し０．０１～３０重量％の無機粒子アンチブロッキング剤を含み、前記無機粒子アンチブロッキング剤の屈折率が１．５３０～１．５９０であることを特徴とする、ポリエステル樹脂組成物、及び、それを用いて成形された成形体に関する。
【選択図】なし
","特開2020-152836","","特許7397578","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2020-152836/11/ja"
"特表2021-521655","特願2020-570019","2020/02/26","2020/09/03","埋込型半導体パッケージおよびその方法","ジョージア　テック　リサーチ　コーポレイション,小倉　信雄,長瀬産業株式会社","H01L23/12,501@P,H01L23/14@C,H01L23/30@R,H10W70/62,500,H10W70/692,H10W74/47","(57)【要約】
  本開示は、半導体パッケージ、さらに具体的には、チップが埋め込まれた半導体パッケージを記載する。パッケージは、コアパネルを貫通する開口を有するコアパネルを含む。半導体チップは、チップ開口内に埋め込まれている。モールディングコンパウンドは、コアパネルの一方の側面に沿って配置することができる。いくつかの例では、半導体チップは、モールディングコンパウンド内に埋め込まれている。他の例では、半導体チップは、モールディングコンパウンドに接着されている。本明細書に記載のコアパネルの熱膨張率（ＣＴＥ）値は、半導体チップが使用中に加熱した際のパッケージの反りを低減するように調整することができる。
","特表2021-521655","","特許6942310","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2021-521655/11/ja"
