"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2015-082885","特願2013-219144","2013/10/22","2015/04/27","インバータ装置","株式会社ＩＨＩエアロスペース,シンフォニアテクノロジー株式会社","H02M7/48@M,H02M7/487,H02M1/08@A","特開2015-082885","","特許6238284","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-082885/11/ja"
"特開2015-080779","特願2013-221472","2013/10/24","2015/04/27","ソーラーパネル清掃装置","シンフォニアテクノロジー株式会社","B08B1/04,H01L31/04@R,H02S40/10,A47L11/38,B08B1/12,B08B1/34","特開2015-080779","","特許6179346","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-080779/11/ja"
"特開2015-080331","特願2013-215716","2013/10/16","2015/04/23","回転試験装置用フライホイールおよび回転試験装置","シンフォニアテクノロジー株式会社","H02K7/00@A,H02K7/02,G01M13/021,G01M13/025","特開2015-080331","","特許6277662","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-080331/11/ja"
"特開2015-074039","特願2013-210738","2013/10/08","2015/04/20","搬送装置","シンフォニアテクノロジー株式会社","B25J13/08@Z,H01L21/68@F,H10P72/50@F","特開2015-074039","","特許6187118","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-074039/11/ja"
"特開2015-070740","特願2013-204961","2013/09/30","2015/04/13","回転機制御装置","シンフォニアテクノロジー株式会社","H02P7/63,302@K,H02P25/026,H02P27/08","特開2015-070740","","特許6146615","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-070740/11/ja"
"特開2015-053413","特願2013-185987","2013/09/09","2015/03/19","ＥＦＥＭ","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2015-053413","","特許6213079","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-053413/11/ja"
"特開2015-030587","特願2013-161517","2013/08/02","2015/02/16","振動搬送装置","シンフォニアテクノロジー株式会社","B65G47/14,101@A","特開2015-030587","","特許6331283","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-030587/11/ja"
"特開2015-030567","特願2013-159971","2013/07/31","2015/02/16","パーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14,101@B","特開2015-030567","","特許6260133","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-030567/11/ja"
"特開2015-030566","特願2013-159970","2013/07/31","2015/02/16","パーツフィーダ用速度検出装置及びパーツフィーダ","シンフォニアテクノロジー株式会社","B07C5/10,B65G27/32,B65G43/00@D,B65G43/08@F","特開2015-030566","","特許6260132","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-030566/11/ja"
"特開2015-030565","特願2013-159969","2013/07/31","2015/02/16","パーツフィーダ用画像処理装置及びパーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14,101@C,H04N7/18@K,B65G47/256","特開2015-030565","","特許6379454","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-030565/11/ja"
"特開2015-030543","特願2013-158540","2013/07/31","2015/02/16","パーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14,101@B","特開2015-030543","","特許6136716","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-030543/11/ja"
"特開2015-023037","特願2013-147207","2013/07/16","2015/02/02","ＥＦＥＭ、ロードポート、ウェーハ搬送方法","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2015-023037","","特許6268425","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2015-023037/11/ja"
"再表2014/208192","特願2015-523908","2014/04/28","2014/12/31","清掃装置","シンフォニアテクノロジー株式会社","B08B1/04,A47L11/38,B08B3/02@F,H02S40/10,B08B1/12,B08B1/34,B08B1/40","WO2014/208192","","特許6403018","","再表2014/208192","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-208192/19/ja"
"特開2014-240054","特願2013-123628","2013/06/12","2014/12/25","ソーラーパネル清掃装置","シンフォニアテクノロジー株式会社","B08B1/04,H01L31/04@R,H02S40/10,B08B7/04@A,B08B3/02@F,B08B1/12,B08B1/34,B08B1/40","特開2014-240054","","特許6409252","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-240054/11/ja"
"特開2014-236165","特願2013-118323","2013/06/04","2014/12/15","ロードポート装置","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2014-236165","","特許6260116","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-236165/11/ja"
"特開2014-235067","特願2013-116323","2013/05/31","2014/12/15","振動運搬装置の制御装置及び振動運搬装置","シンフォニアテクノロジー株式会社","B65G27/32,G01P15/09@V,G01P21/00,G01R31/02,G01R31/50,G01R31/54,G01R31/58","特開2014-235067","","特許6136590","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-235067/11/ja"
"特開2014-225547","特願2013-103767","2013/05/16","2014/12/04","ロードポート装置","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2014-225547","","特許6260109","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-225547/11/ja"
"特開2014-207744","特願2013-082918","2013/04/11","2014/10/30","回転機","シンフォニアテクノロジー株式会社","H02K1/16@B,H02K1/18@C,H02K3/28@Z","特開2014-207744","","特許6079395","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-207744/11/ja"
"特開2014-202633","特願2013-079761","2013/04/05","2014/10/27","青果物の内部品質測定装置および青果物の選別機","シンフォニアテクノロジー株式会社","G01N21/35,107,G01N21/359","特開2014-202633","","特許6197339","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-202633/11/ja"
"特開2014-201471","特願2013-077732","2013/04/03","2014/10/27","誘導加熱溶解装置","シンフォニアテクノロジー株式会社","C30B29/06,502@E","特開2014-201471","","特許6182938","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-201471/11/ja"
"特開2014-183633","特願2013-055684","2013/03/18","2014/09/29","電力変換装置","シンフォニアテクノロジー株式会社","H02M3/155@H,H02M3/155@K","特開2014-183633","","特許6142600","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-183633/11/ja"
"特開2014-176282","特願2013-050294","2013/03/13","2014/09/22","リニアモータ","シンフォニアテクノロジー株式会社","H02K41/03@A,H02K41/025@A","特開2014-176282","","特許6056571","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-176282/11/ja"
"特開2014-176278","特願2013-050214","2013/03/13","2014/09/22","リニアモータ","シンフォニアテクノロジー株式会社","H02K41/025@A","特開2014-176278","","特許6056570","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-176278/11/ja"
"特開2014-168763","特願2013-042845","2013/03/05","2014/09/18","異物検出装置、及びパーツフィーダ","シンフォニアテクノロジー株式会社","B07C5/10,B65G47/14,101@C,G01B11/02@H,G01B11/28@H,G01N21/94","特開2014-168763","","特許6044396","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-168763/11/ja"
"特開2014-128177","特願2012-285897","2012/12/27","2014/07/07","搬送装置","シンフォニアテクノロジー株式会社","H02K41/02@A,H02K41/03@A","特開2014-128177","","特許6098923","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-128177/11/ja"
"特開2014-093901","特願2012-244457","2012/11/06","2014/05/19","インバータ装置","株式会社ＩＨＩエアロスペース,シンフォニアテクノロジー株式会社","H02H3/00@Q,H02H7/122@Z,H02M7/48@M","特開2014-093901","","特許6059958","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-093901/11/ja"
"特開2014-093876","特願2012-243409","2012/11/05","2014/05/19","アクチュエータ","国立大学法人大阪大学,シンフォニアテクノロジー株式会社","H02K16/00,H02K33/00@B,H02K33/16@B","特開2014-093876","","特許5979637","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-093876/11/ja"
"特開2014-078744","特願2013-262213","2013/12/19","2014/05/01","キャリア搬送システム","シンフォニアテクノロジー株式会社","B65G49/07@Z,H01L21/68@A,H10P72/30@A","特開2014-078744","","特許5700107","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-078744/11/ja"
"特開2014-069552","特願2012-219972","2012/10/02","2014/04/21","プリントシステム","シンフォニアテクノロジー株式会社","B41J2/32@Z,B41J3/20,109@Z,B41J11/70,B41M5/26@H,B41M5/26,101@H,B41M5/52,300,B41M5/52,400,B41M5/50,300,B41M5/50,400,G06F3/12","特開2014-069552","","特許6111585","拒絶2017-000484","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-069552/11/ja"
"特開2014-069551","特願2012-219875","2012/10/01","2014/04/21","熱転写プリンタ","シンフォニアテクノロジー株式会社","B41J11/66,B65H29/60@C","特開2014-069551","","特許6074990","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-069551/11/ja"
"特開2014-067652","特願2012-213353","2012/09/27","2014/04/17","誘導加熱炉","シンフォニアテクノロジー株式会社","H05B6/10,331","特開2014-067652","","特許6135082","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-067652/11/ja"
"特開2014-057111","特願2013-268871","2013/12/26","2014/03/27","キャリア移載促進装置","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2014-057111","","特許5713096","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-057111/11/ja"
"特開2014-042366","特願2012-182091","2012/08/21","2014/03/06","搬送装置","シンフォニアテクノロジー株式会社","H02K41/02@C,H02K41/03@A","特開2014-042366","","特許6156716","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-042366/11/ja"
"特開2014-036185","特願2012-177923","2012/08/10","2014/02/24","パージノズルユニット、パージ装置、ロードポート","シンフォニアテクノロジー株式会社","B65G49/00@C,H01L21/68@A,H01L21/68@T,H10P72/10@T,H10P72/30@A","特開2014-036185","","特許6135066","拒絶2017-002663","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-036185/11/ja"
"特開2014-036184","特願2012-177922","2012/08/10","2014/02/24","パージ装置、ロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,H01L21/68@T,H10P72/10@T,H10P72/30@A","特開2014-036184","","特許6044169","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-036184/11/ja"
"特開2014-036049","特願2012-175103","2012/08/07","2014/02/24","パージノズルユニット、パージ装置、ロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,H01L21/68@T,H10P72/10@T,H10P72/30@A","特開2014-036049","","特許5939080","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-036049/11/ja"
"特開2014-034149","特願2012-176593","2012/08/09","2014/02/24","熱転写プリンタ","シンフォニアテクノロジー株式会社","B41J15/16,B65H5/06@F","特開2014-034149","","特許5987545","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-034149/11/ja"
"特開2014-027834","特願2012-168261","2012/07/30","2014/02/06","回転機","シンフォニアテクノロジー株式会社","H02K1/22@A,H02K1/28@A,H02K1/28@D,H02K21/04,H02K21/14@M,H02K21/22@M","特開2014-027834","","特許6035957","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-027834/11/ja"
"特開2014-024608","特願2012-163528","2012/07/24","2014/02/06","パーツフィーダ、及びその製造方法","シンフォニアテクノロジー株式会社","B65G47/14,101@B","特開2014-024608","","特許6056239","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-024608/11/ja"
"特開2014-009941","特願2012-144178","2012/06/27","2014/01/20","回転機械の電磁波測定装置","シンフォニアテクノロジー株式会社","G01R29/08@D,H02K11/00@A,H02K11/01,H02K11/20","特開2014-009941","","特許6019813","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2014-009941/11/ja"
"特開2013-258206","特願2012-132210","2012/06/11","2013/12/26","パージノズルユニット、ロードポート、載置台、ストッカー","シンフォニアテクノロジー株式会社","H01L21/68@A,H01L21/68@T,H10P72/10@T,H10P72/30@A","特開2013-258206","","特許6131534","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-258206/11/ja"
"特開2013-252961","特願2012-131239","2012/06/08","2013/12/19","ワーク分別システム","シンフォニアテクノロジー株式会社","B07C5/34,B65G27/24,B65G27/32,B65G47/14,101@A,B65G47/14,101@C","特開2013-252961","","特許6136122","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-252961/11/ja"
"特開2013-242759","特願2012-116417","2012/05/22","2013/12/05","駆動装置の制御装置","株式会社ＩＨＩエアロスペース,シンフォニアテクノロジー株式会社","G05B11/36,507@H,G05B13/02@B,G05D3/12,305@Z,G05B11/36@D","特開2013-242759","","特許5909150","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-242759/11/ja"
"特開2013-230009","特願2012-100527","2012/04/26","2013/11/07","鉄道車両用ブレーキ制御システム","シンフォニアテクノロジー株式会社","B60L7/24@D,B60T8/17@C","特開2013-230009","","特許5994359","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-230009/11/ja"
"特開2013-210202","特願2012-078665","2012/03/30","2013/10/10","供試体試験装置","シンフォニアテクノロジー株式会社","G01M99/00@Z,G01M15/02,G01M13/025","特開2013-210202","","特許5942543","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-210202/11/ja"
"特開2013-208812","特願2012-080728","2012/03/30","2013/10/10","キャリブレーション装置、サーマルプリンタ、及びプログラム","シンフォニアテクノロジー株式会社","B41J2/325@C,B41J2/525,B41J3/00@B,B41J3/20,117@C,B41J17/04,B41J29/46@A,B41J2/32@Z,B41J2/36@D,B41J29/393,101,B41J29/38,350","特開2013-208812","","特許5935452","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-208812/11/ja"
