"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2013-173611","特願2012-040174","2012/02/27","2013/09/05","ワーク供給装置","シンフォニアテクノロジー株式会社","B65G47/14,101@B","特開2013-173611","","特許5870752","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-173611/11/ja"
"特開2013-170011","特願2012-032848","2012/02/17","2013/09/02","パーツフィーダ","シンフォニアテクノロジー株式会社","B65G47/14,101@A,B65G47/19,B65G27/32","特開2013-170011","","特許5948935","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-170011/11/ja"
"特開2013-164091","特願2012-026222","2012/02/09","2013/08/22","無励磁作動型電磁ブレーキ","シンフォニアテクノロジー株式会社","F16D55/28@B","特開2013-164091","","特許5842653","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-164091/11/ja"
"特開2013-150424","特願2012-008099","2012/01/18","2013/08/01","スイッチング電源装置","シンフォニアテクノロジー株式会社","H02M3/155@P","特開2013-150424","","特許5979472","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-150424/11/ja"
"特開2013-138573","特願2011-288708","2011/12/28","2013/07/11","クローポール型モータ","シンフォニアテクノロジー株式会社","H02K1/14@C,H02K21/14@M,H02K41/03@A","特開2013-138573","","特許5953746","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-138573/11/ja"
"特開2013-130521","特願2011-281544","2011/12/22","2013/07/04","ＰＷＭ制御回路","シンフォニアテクノロジー株式会社","G01R31/02,G01R31/50,G01R31/52,G01R31/56","特開2013-130521","","特許5924574","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-130521/11/ja"
"特開2013-124970","特願2011-274516","2011/12/15","2013/06/24","回転角度検出装置","シンフォニアテクノロジー株式会社","G01B7/30@M,G01D5/20,110@X,H02K11/00@C,H02K11/00@U,H02K11/01,H02K11/20,H02K11/225","特開2013-124970","","特許5927891","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-124970/11/ja"
"特開2013-124849","特願2011-275611","2011/12/16","2013/06/24","コールドクルーシブル溶解炉","シンフォニアテクノロジー株式会社","F27B14/08,F27D1/00@D,F27D1/00@N,F27D11/06@A,H05B6/06,301,H05B6/06,393,H05B6/24","特開2013-124849","","特許6086276","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-124849/11/ja"
"特開2013-123856","特願2011-274010","2011/12/15","2013/06/24","プリンタ","シンフォニアテクノロジー株式会社","B41J11/66","特開2013-123856","","特許5919793","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-123856/11/ja"
"特開2013-117272","特願2011-265449","2011/12/05","2013/06/13","電磁連結装置","シンフォニアテクノロジー株式会社","F16D27/10,371@A,F16D55/28@B,F16D65/14,116,F16D65/14,122,F16D65/18,F16D121:16,F16D121:22,H01F7/06@C,F16D27/10@A,F16D65/14","特開2013-117272","","特許5966336","拒絶2016-007037","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-117272/11/ja"
"特開2013-116021","特願2011-263201","2011/12/01","2013/06/10","電力変換回路","シンフォニアテクノロジー株式会社","H02M1/00@F,H02M3/28@Q,H02M3/335@E,H02M3/28@R","特開2013-116021","","特許5938881","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-116021/11/ja"
"特開2013-107520","特願2011-254672","2011/11/22","2013/06/06","貨物搬送車両","シンフォニアテクノロジー株式会社","B60P7/18,B64F1/32","特開2013-107520","","特許5811801","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-107520/11/ja"
"特開2013-107259","特願2011-253460","2011/11/21","2013/06/06","プリンタ","シンフォニアテクノロジー株式会社","B26D1/20@A,B41J11/70","特開2013-107259","","特許5899859","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-107259/11/ja"
"特開2013-102579","特願2011-244075","2011/11/08","2013/05/23","回転電機","シンフォニアテクノロジー株式会社","H02K1/18@A,H02K1/20@Z","特開2013-102579","","特許5915096","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-102579/11/ja"
"特開2013-101048","特願2011-244815","2011/11/08","2013/05/23","トランスミッション試験装置","シンフォニアテクノロジー株式会社","G01M17/00@A,G01M17/007@A,G01M13/021,G01M13/025","特開2013-101048","","特許5866982","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-101048/11/ja"
"特開2013-101030","特願2011-244458","2011/11/08","2013/05/23","トルク測定装置","シンフォニアテクノロジー株式会社","G01L1/26@D,G01L3/04,G01L5/00@H","特開2013-101030","","特許5884415","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-101030/11/ja"
"特開2013-100149","特願2011-243619","2011/11/07","2013/05/23","振動フィーダ","シンフォニアテクノロジー株式会社","B65G47/14,101@C","特開2013-100149","","特許5861914","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-100149/11/ja"
"特開2013-099760","特願2011-244607","2011/11/08","2013/05/23","連続鋳造装置及び連続鋳造方法","シンフォニアテクノロジー株式会社","B22D11/04,311@J,B22D11/041@D,B22D11/16,104@H,B22D11/18@A,B22D11/20@A,B22D23/00@Z,F27B14/06,F27B14/20,F27D19/00@Z","特開2013-099760","","特許5831806","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-099760/11/ja"
"特開2013-096495","特願2011-239569","2011/10/31","2013/05/20","電磁ブレーキ","シンフォニアテクノロジー株式会社","F16D55/28@B,F16D65/095@Z","特開2013-096495","","特許5874323","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-096495/11/ja"
"特開2013-083389","特願2011-222944","2011/10/07","2013/05/09","被処理物投入装置","シンフォニアテクノロジー株式会社","F27B14/04,F27B14/16,F27D3/06@A,F27D3/10,F27D7/06@B","特開2013-083389","","特許6086275","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-083389/11/ja"
"特開2013-074664","特願2011-210455","2011/09/27","2013/04/22","リニア駆動装置","シンフォニアテクノロジー株式会社","H02K33/00@A,H02K41/03@A","特開2013-074664","","特許5953688","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-074664/11/ja"
"特開2013-074183","特願2011-213025","2011/09/28","2013/04/22","サイド用ロードポート、ＥＦＥＭ","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2013-074183","","特許6014982","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-074183/11/ja"
"特開2013-066845","特願2011-207244","2011/09/22","2013/04/18","ワーク分別搬送装置","シンフォニアテクノロジー株式会社","B07B13/11@E,B07B13/11@Z,B65G27/24,B65G27/32","特開2013-066845","","特許5810796","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-066845/11/ja"
"再表2013/051643","特願2013-537545","2012/10/04","2013/04/11","電磁ブレーキ","シンフォニアテクノロジー株式会社","F16D55/28@B,F16D65/18,F16D65/46@S,F16D121:22","WO2013/051643","","特許5979149","","再表2013/051643","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-051643/19/ja"
"特開2013-053910","特願2011-191871","2011/09/02","2013/03/21","動力伝達系の試験装置","シンフォニアテクノロジー株式会社","G01M17/00@A,G01M17/007@A","特開2013-053910","","特許5790339","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-053910/11/ja"
"特開2013-049551","特願2011-189339","2011/08/31","2013/03/14","電磁振動フィーダの駆動制御方法及びその装置、電磁振動フィーダ","シンフォニアテクノロジー株式会社","B65G27/32","特開2013-049551","","特許5843142","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-049551/11/ja"
"特開2013-040025","特願2011-178643","2011/08/17","2013/02/28","部品搬送装置","シンフォニアテクノロジー株式会社","B65G27/24,B65G47/14,101@C","特開2013-040025","","特許5891649","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-040025/11/ja"
"特開2013-039981","特願2011-175907","2011/08/11","2013/02/28","ワーク選別装置","シンフォニアテクノロジー株式会社","B65G47/14,101@C","特開2013-039981","","特許5936100","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-039981/11/ja"
"特開2013-038866","特願2011-171500","2011/08/05","2013/02/21","ブラシレス交流発電機","シンフォニアテクノロジー株式会社","H02K11/00@Y,H02K19/36@A,H02K11/042","特開2013-038866","","特許5849506","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-038866/11/ja"
"特開2013-036529","特願2011-172713","2011/08/08","2013/02/21","ソレノイド","シンフォニアテクノロジー株式会社","F16K31/06,305@C,F16K31/06,305@D,H01F7/06@K,H01F7/16@D,H01F7/16@E,H01F7/16@R","特開2013-036529","","特許5862100","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-036529/11/ja"
"特開2013-014398","特願2011-147407","2011/07/01","2013/01/24","リフティングマグネット","シンフォニアテクノロジー株式会社","B66C1/06@J","特開2013-014398","","特許5754268","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-014398/11/ja"
"特開2013-014120","特願2011-150369","2011/07/06","2013/01/24","プリンタ","シンフォニアテクノロジー株式会社","B41J11/68,B41J11/70,B65H29/22@Z","特開2013-014120","","特許5834552","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-014120/11/ja"
"特開2013-004898","特願2011-137376","2011/06/21","2013/01/07","ステージ装置","シンフォニアテクノロジー株式会社","H01L21/68@K,H02K41/02@Z,H10P72/50@K","特開2013-004898","","特許5961930","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-004898/11/ja"
"特開2013-002623","特願2011-137947","2011/06/22","2013/01/07","電磁連結装置","シンフォニアテクノロジー株式会社","F16D27/10,371@D,F16D27/10@D","特開2013-002623","","特許5895372","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2013-002623/11/ja"
"特開2012-253934","特願2011-125377","2011/06/03","2012/12/20","発電装置","株式会社ＩＨＩエアロスペース,シンフォニアテクノロジー株式会社","H02K21/12@G,H02P9/00@B,H02P103:20","特開2012-253934","","特許5841748","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-253934/11/ja"
"特開2012-253928","特願2011-125192","2011/06/03","2012/12/20","電動アクチュエータ駆動装置","株式会社ＩＨＩエアロスペース,シンフォニアテクノロジー株式会社","B64G1/00@E,H02K7/20,H02P9/10@Z","特開2012-253928","","特許5712059","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-253928/11/ja"
"特開2012-249432","特願2011-119417","2011/05/27","2012/12/13","電力変換装置","国立大学法人三重大学,シンフォニアテクノロジー株式会社","H02M5/293@Z","特開2012-249432","","特許5858420","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-249432/11/ja"
"特開2012-249431","特願2011-119416","2011/05/27","2012/12/13","電力変換装置","国立大学法人三重大学,シンフォニアテクノロジー株式会社","H02M5/297","特開2012-249431","","特許5946053","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-249431/11/ja"
"特開2012-248785","特願2011-121453","2011/05/31","2012/12/13","パージ装置、ロードポート、ボトムパージノズル本体、ボトムパージユニット","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2012-248785","","特許5887719","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-248785/11/ja"
"特開2012-242251","特願2011-113029","2011/05/20","2012/12/10","車両衝突試験装置の牽引装置","シンフォニアテクノロジー株式会社","G01M7/00@H,G01M17/00,G01M17/00@Z,G01M17/007@Z,G01M7/08,G01M7/08@A","特開2012-242251","","特許5830932","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-242251/11/ja"
"特開2012-236703","特願2011-107975","2011/05/13","2012/12/06","ワーク姿勢変換装置","シンフォニアテクノロジー株式会社","B65G47/14@A,B65G47/14@X","特開2012-236703","","特許5824863","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-236703/11/ja"
"特開2012-233704","特願2011-100316","2011/04/28","2012/11/29","異速度車両衝突試験装置の駆動装置","シンフォニアテクノロジー株式会社","G01M7/00@H,G01M17/00@Z,G01M17/007@Z,G01M7/08,G01M7/08@A","特開2012-233704","","特許5834471","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-233704/11/ja"
"特開2012-233703","特願2011-100315","2011/04/28","2012/11/29","異速度車両衝突試験装置の駆動装置","シンフォニアテクノロジー株式会社","G01M7/00@H,G01M17/00@Z,G01M17/007@Z,G01M7/08,G01M7/08@A","特開2012-233703","","特許5834470","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-233703/11/ja"
"特開2012-229117","特願2011-100179","2011/04/27","2012/11/22","物品搬送装置","シンフォニアテクノロジー株式会社","B65G27/08,B65G27/24,B65G27/32","特開2012-229117","","特許5793941","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-229117/11/ja"
"特開2012-222880","特願2011-083737","2011/04/05","2012/11/12","モータの制御装置及び制御方法","株式会社ＩＨＩエアロスペース,シンフォニアテクノロジー株式会社","H02P5/00@R,H02P29/00","特開2012-222880","","特許5725609","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-222880/11/ja"
"特開2012-217261","特願2011-080663","2011/03/31","2012/11/08","リニア駆動装置","シンフォニアテクノロジー株式会社","H02K33/16@A","特開2012-217261","","特許5957800","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-217261/11/ja"
"特開2012-217260","特願2011-080655","2011/03/31","2012/11/08","リニア駆動装置の製造方法及びリニア駆動装置","シンフォニアテクノロジー株式会社","H02K41/02@Z,H02K41/03@A","特開2012-217260","","特許5845607","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-217260/11/ja"
"特開2012-213896","特願2011-079996","2011/03/31","2012/11/08","プリンタ","シンフォニアテクノロジー株式会社","B41J2/325@A,B41J3/20,117@A,B41J11/42@L,B41J11/42,B41J15/04,B41J2/325@C,B65H23/18","特開2012-213896","","特許5765021","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-213896/11/ja"
"特開2012-211822","特願2011-077553","2011/03/31","2012/11/01","速度制御装置、車両衝突試験装置","シンフォニアテクノロジー株式会社","G01M7/00@H,G01M7/08,G01M7/08@A","特開2012-211822","","特許5830897","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-211822/11/ja"
"特開2012-207626","特願2011-075159","2011/03/30","2012/10/25","エンジン始動制御装置及びこれを搭載した産業車両","シンフォニアテクノロジー株式会社","F02N11/08@L,F02N11/08@Y,F02N11/10@Z","特開2012-207626","","特許5672547","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-207626/11/ja"
"特開2012-200080","特願2011-062573","2011/03/22","2012/10/18","リニア駆動装置及びその製造方法","シンフォニアテクノロジー株式会社","H02K33/00@A","特開2012-200080","","特許5849415","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-200080/11/ja"
"特開2012-178908","特願2011-039680","2011/02/25","2012/09/13","モータ制御装置","シンフォニアテクノロジー株式会社","H02P7/00@U","特開2012-178908","","特許5691635","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-178908/11/ja"
"特開2012-125987","特願2010-278624","2010/12/14","2012/07/05","サーマルプリンタ","シンフォニアテクノロジー株式会社","B41J2/325@A,B41J3/20,117@A,B41J3/54@B,B41J3/58,B41J11/42@Z,B41J11/42,B65H5/06@B,B41J2/36@D","特開2012-125987","","特許5720223","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-125987/11/ja"
"特開2012-078352","特願2011-195932","2011/09/08","2012/04/19","自動車用騒音検査装置","シンフォニアテクノロジー株式会社","G01M99/00@A","特開2012-078352","","特許5862128","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-078352/11/ja"
"特開2012-076833","特願2010-220627","2010/09/30","2012/04/19","振動フィーダ","シンフォニアテクノロジー株式会社","B65G27/02,B65G47/14,101@A","特開2012-076833","","特許5733603","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-076833/11/ja"
"特開2012-074469","特願2010-217121","2010/09/28","2012/04/12","搬送ロボット、円盤状搬送対象物アライメント方法","シンフォニアテクノロジー株式会社","B25J13/08@Z,H01L21/68@A,H10P72/30@A","特開2012-074469","","特許5605132","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-074469/11/ja"
"特開2012-074468","特願2010-217120","2010/09/28","2012/04/12","治具、搬送ロボット、円盤状搬送対象物アライメント方法","シンフォニアテクノロジー株式会社","B25J9/22@A,B65G49/07@E,H01L21/68@A,H01L21/68@F,H10P72/30@A,H10P72/50@F","特開2012-074468","","特許5685875","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-074468/11/ja"
"特開2012-071529","特願2010-219245","2010/09/29","2012/04/12","プリンタ","シンフォニアテクノロジー株式会社","B41J2/32@Z,B41J2/325@A,B41J3/20,117@A,B41J11/24,B41J15/06","特開2012-071529","","特許5678551","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-071529/11/ja"
"特開2012-066931","特願2010-215528","2010/09/27","2012/04/05","部品供給装置","シンフォニアテクノロジー株式会社","B65G27/08","特開2012-066931","","特許5741993","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-066931/11/ja"
"特開2012-066174","特願2010-211525","2010/09/22","2012/04/05","不良ワークの振動選別除去装置","シンフォニアテクノロジー株式会社","B07C5/06,B65G47/14,101@B,B65G47/14,101@C","特開2012-066174","","特許5699505","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-066174/11/ja"
"特開2012-064828","特願2010-208848","2010/09/17","2012/03/29","カセットアダプタ、及び着座センサ機構","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2012-064828","","特許5621451","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-064828/11/ja"
"特開2012-064827","特願2010-208847","2010/09/17","2012/03/29","カセットアダプタ、及びアダプタ本体ロック装置","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2012-064827","","特許5621450","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-064827/11/ja"
"特開2012-056477","特願2010-202414","2010/09/09","2012/03/22","搬送台車","シンフォニアテクノロジー株式会社","B60P3/40@Z,B62D27/04@D,B62D33/06@Z,B62D33/10,B62D24/02@B","特開2012-056477","","特許5803077","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-056477/11/ja"
"特開2012-055788","特願2010-198425","2010/09/06","2012/03/22","振動グリズリー","新日鐵住金株式会社,シンフォニアテクノロジー株式会社","B07B1/12@Z,B07B1/28@Z,B07B1/46@A,B07B1/46@G,C04B5/00@B,C21C1/02@L,C21C5/28@D,C21C5/52,C21C7/00@J,F27D15/00@C","特開2012-055788","","特許5559645","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-055788/11/ja"
"特開2012-038945","特願2010-178235","2010/08/07","2012/02/23","ロードポート","シンフォニアテクノロジー株式会社","H01L21/68@A,H10P72/30@A","特開2012-038945","","特許5736686","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-038945/11/ja"
"特開2012-023793","特願2010-157507","2010/07/12","2012/02/02","可動鉄心型リニアアクチュエータ","シンフォニアテクノロジー株式会社","H02K33/16@A","特開2012-023793","","特許5724233","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-023793/11/ja"
"特開2012-017176","特願2010-155155","2010/07/07","2012/01/26","吊上電磁石、及びスラブの吊上方法","シンフォニアテクノロジー株式会社,新日鐵住金株式会社","B66C1/06@D","特開2012-017176","","特許5676943","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-017176/11/ja"
"特開2012-016224","特願2010-152431","2010/07/02","2012/01/19","リニアアクチュエータ駆動装置","シンフォニアテクノロジー株式会社","F16F15/02@B,F16F15/02@C,H02P7/00,101@B,H02P25/06,H02P25/064","特開2012-016224","","特許5569195","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2012-016224/11/ja"
"特開2011-247733","特願2010-120842","2010/05/26","2011/12/08","衝突試験装置の車両牽引機構","シンフォニアテクノロジー株式会社","G01M7/00@H,G01M7/08,G01M7/08@A","特開2011-247733","","特許5663954","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-247733/11/ja"
"特開2011-217536","特願2010-084242","2010/03/31","2011/10/27","リニア駆動装置の可動子、固定子、及びリニア駆動装置","シンフォニアテクノロジー株式会社","H02K33/16@A","特開2011-217536","","特許5589508","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-217536/11/ja"
"特開2011-217534","特願2010-084220","2010/03/31","2011/10/27","リニア駆動装置の可動子及び固定子","シンフォニアテクノロジー株式会社","H02K1/22@A,H02K41/03@A","特開2011-217534","","特許5589507","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-217534/11/ja"
"特開2011-217525","特願2010-083638","2010/03/31","2011/10/27","ダイナモ冷却水コントロールシステム","シンフォニアテクノロジー株式会社","H02K9/19@Z","特開2011-217525","","特許5593789","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-217525/11/ja"
"特開2011-214928","特願2010-082012","2010/03/31","2011/10/27","レゾルバ","シンフォニアテクノロジー株式会社","G01D5/20,110@D,G01D5/20,110@H,G01D5/245,201@G","特開2011-214928","","特許5477116","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-214928/11/ja"
"特開2011-214735","特願2010-080785","2010/03/31","2011/10/27","振動搬送装置","シンフォニアテクノロジー株式会社","B65G27/08,F26B3/097,F26B17/26","特開2011-214735","","特許5531725","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-214735/11/ja"
"特開2011-213454","特願2010-083637","2010/03/31","2011/10/27","振動搬送装置","シンフォニアテクノロジー株式会社","B65G27/00,B65G27/34","特開2011-213454","","特許5640431","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-213454/11/ja"
"特開2011-211781","特願2010-074837","2010/03/29","2011/10/20","連結装置、及びリニアアクチュエータ","シンフォニアテクノロジー株式会社","H02K33/02@A","特開2011-211781","","特許5549315","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-211781/11/ja"
"特開2011-210665","特願2010-079213","2010/03/30","2011/10/20","バッテリシミュレータおよびその制御方法","シンフォニアテクノロジー株式会社","H01M10/42@P,H02M3/00@H","特開2011-210665","","特許5515970","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-210665/11/ja"
"特開2011-207097","特願2010-077830","2010/03/30","2011/10/20","昇華型プリンタ","シンフォニアテクノロジー株式会社","B41J2/32@Z,B41J2/325@A,B41J3/20,109@Z,B41J3/20,117@A,B41J11/42@L,B41J11/42","特開2011-207097","","特許5560842","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-207097/11/ja"
"特開2011-188642","特願2010-051851","2010/03/09","2011/09/22","回転装置","シンフォニアテクノロジー株式会社","F16C19/16,F16C25/06,F16C27/00@A,F16F15/023@Z,H02K7/14@Z,H02K5/173@A,H02K5/173@B","特開2011-188642","","特許5482311","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-188642/11/ja"
"特開2011-169385","特願2010-032890","2010/02/17","2011/09/01","電磁ブレーキ","シンフォニアテクノロジー株式会社","B66B11/08@G,F16D55/36@B,F16D65/14,116,F16D65/14,122,F16D65/14,402,F16D65/14,506,F16D65/18,F16D65/21@A,F16D121:16,F16D121:22,F16D127:02,F16D129:06","特開2011-169385","","特許5573217","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-169385/11/ja"
"特開2011-167827","特願2010-036111","2010/02/22","2011/09/01","移動装置の軌道情報生成装置","シンフォニアテクノロジー株式会社,国立大学法人豊橋技術科学大学","B25J9/10@A,G05B19/4093@A","特開2011-167827","","特許5516865","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-167827/11/ja"
"特開2011-167715","特願2010-032983","2010/02/17","2011/09/01","連続鋳造装置および金属鋳塊の製造方法","シンフォニアテクノロジー株式会社","B22D11/041@D","特開2011-167715","","特許5521617","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-167715/11/ja"
"特開2011-158352","特願2010-020099","2010/02/01","2011/08/18","動力系の試験装置及びその制御方法","シンフォニアテクノロジー株式会社","G01M15/02,G01M15/04,G01M13/021","特開2011-158352","","特許5493927","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-158352/11/ja"
"特開2011-152965","特願2010-014141","2010/01/26","2011/08/11","振動コンベヤ","シンフォニアテクノロジー株式会社","B65G27/08,B65G27/18","特開2011-152965","","特許5614044","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-152965/11/ja"
"特開2011-149528","特願2010-012793","2010/01/25","2011/08/04","無励磁作動型電磁ブレーキ","シンフォニアテクノロジー株式会社","F16D55/00@B,F16D65/14,120,F16D65/14,402,F16D65/14,506,F16D65/18,F16D65/21@A,F16D121:20,F16D121:22,F16D127:02,F16D129:06","特開2011-149528","","特許5471503","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-149528/11/ja"
"特開2011-149527","特願2010-012792","2010/01/25","2011/08/04","無励磁作動型電磁ブレーキ","シンフォニアテクノロジー株式会社","F16D55/00@B,F16D65/18,F16D121:22,H01F7/06@P","特開2011-149527","","特許5471502","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2011-149527/11/ja"
