spEmitCode,year,score__energy_co2,score__adjusted_emissions,score__total_emissions,score__non_energy_co2,score__energy_co2_pre_allocation,score__total,rank__total,n_scored_metrics,quality_weight,score__phaseE,rank__phaseE,gap_to_next
580001341,2023,0.2513661202185792,0.247191011235955,0.2677595628415301,,,0.2537634588656877,140.0,3,0.5,0.1268817294328438,140.0,0.0009691220549573887
985757509,2023,0.2459016393442623,0.2528089887640449,0.2622950819672131,,,0.2518252147557729,141.0,3,0.5,0.1259126073778864,141.0,0.006058931551655794
580085029,2023,0.2404371584699453,0.2303370786516854,0.2513661202185792,,,0.2397073516524612,142.0,3,0.5,0.1198536758262306,142.0,0.0011198278604798995
400000066,2023,0.2240437158469945,0.2584269662921348,0.2349726775956284,,,0.2374676959315014,143.0,3,0.5,0.1187338479657507,143.0,0.005560067426893703
500062007,2023,0.2295081967213114,0.2078651685393258,0.2459016393442623,,,0.226347561077714,144.0,3,0.5,0.113173780538857,144.0,0.0014679861797195076
985786707,2023,0.2131147540983606,0.2415730337078651,0.2185792349726776,,,0.223411588718275,145.0,3,0.5,0.1117057943591375,145.0,0.0008184162494348918
980885721,2023,0.2185792349726776,0.2247191011235955,0.2240437158469945,,,0.2217747562194053,146.0,3,0.5,0.1108873781097026,146.0,0.0007083336226285097
400087148,2023,0.1038251366120218,0.1516853932584269,0.1256830601092896,0.926829268292683,,0.2203580889741482,147.0,4,0.5,0.1101790444870741,147.0,0.002521843807906196
710029011,2023,0.1475409836065573,0.146067415730337,0.1639344262295081,0.6097560975609756,0.3333333333333333,0.2153144013583358,148.0,5,0.5,0.1076572006791679,148.0,0.001332449680690892
985346700,2023,0.1584699453551912,0.1573033707865168,0.174863387978142,0.5853658536585366,,0.212649501996954,149.0,4,0.5,0.106324750998477,149.0,0.0009792998020404092
985721702,2023,0.1857923497267759,0.2640449438202247,0.1857923497267759,,,0.2106909023928733,150.0,3,0.5,0.1053454511964366,150.0,0.0045155924691751
985612708,2023,0.2021857923497267,0.196629213483146,0.2076502732240437,,,0.2016597174545231,151.0,3,0.5,0.1008298587272615,151.0,0.0028320132621107996
985660302,2023,0.1912568306010929,0.2022471910112359,0.1967213114754098,,,0.1959956909303014,152.0,3,0.5,0.0979978454651507,152.0,9.504403890470137e-05
580005215,2023,0.1147540983606557,0.1123595505617977,0.1092896174863388,0.8048780487804879,,0.195805602852492,153.0,4,0.5,0.097902801426246,153.0,0.0047103960468802
370053821,2023,0.1420765027322404,0.1292134831460674,0.1420765027322404,0.4878048780487805,0.2666666666666666,0.1863848107587316,154.0,5,0.5,0.0931924053793658,154.0,0.0016195813254668012
400072412,2023,0.1256830601092896,0.1404494382022472,0.1311475409836065,0.5609756097560976,,0.1831456481077981,155.0,4,0.5,0.091572824053899,155.0,0.00034955328375038675
400108408,2023,0.1530054644808743,0.2134831460674157,0.1584699453551912,,,0.1734902906389368,159.0,3,0.5258119658119658,0.0912232707701486,156.0,0.00025347891161110747
580005000,2023,0.180327868852459,0.1853932584269663,0.180327868852459,,,0.181939583717075,156.0,3,0.5,0.0909697918585375,157.0,0.0008937691521962027
600002843,2023,0.174863387978142,0.1797752808988764,0.1912568306010929,,,0.1801520454126827,157.0,3,0.5,0.0900760227063413,158.0,0.0006879639516865904
985753107,2023,0.1967213114754098,0.1741573033707865,0.1475409836065573,,,0.1783645071082905,158.0,3,0.5011538461538461,0.0893880587546547,159.0,0.004389099536843702
580046998,2023,0.1311475409836065,0.1235955056179775,0.1366120218579235,0.4634146341463415,,0.169997918435622,160.0,4,0.5,0.084998959217811,160.0,0.000550333341486603
