法人番号,特定排出者コード,事業者・事業所名,区分,業種,所在地,"温室効果ガス算定排出量(tCO2)",ページ
7010001134905,986950361,東京スバル株式会社,特定事業所排出者,機械器具小売業,東京都文京区,2447,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=986950361&repDivID=1"
6010001137545,723001993,ＪＮＣ株式会社,特定荷主,化学工業,東京都千代田区,2446,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=723001993&repDivID=5"
5150001007090,510305600,東洋シール工業株式会社,特定事業所排出者,ゴム製品製造業,奈良県斑鳩町,2444,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=510305600&repDivID=1"
8240001032069,620027652,株式会社ベッセル,特定事業所排出者,宿泊業,広島県福山市,2444,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=620027652&repDivID=1"
6330005001401,870127974,学校法人熊本学園,特定事業所排出者,学校教育,熊本県熊本市,2443,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=870127974&repDivID=1"
6470001003684,710265690,株式会社ベルモニー（香川県）,特定事業所排出者,その他の生活関連サービス業,香川県高松市,2442,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=710265690&repDivID=1"
7010701022491,988989196,日鉄エンジニアリング株式会社,特定事業所排出者,総合工事業,東京都品川区,2442,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=988989196&repDivID=1"
8080001001858,420019898,株式会社清水銀行,特定事業所排出者,銀行業,静岡県静岡市,2441,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=420019898&repDivID=1"
4140001010716,530164993,株式会社平安,特定事業所排出者,その他の生活関連サービス業,兵庫県神戸市,2440,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=530164993&repDivID=1"
5010601030910,985036000,株式会社伊藤製鐵所,特定荷主,鉄鋼業,東京都千代田区,2440,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985036000&repDivID=5"
0000000000000,992820971,豊岡市教育委員会,特定事業所排出者,地方公務,兵庫県豊岡市,2440,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=992820971&repDivID=1"
4400002007759,130017100,株式会社宮崎商店,特定事業所排出者,娯楽業,岩手県盛岡市,2438,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=130017100&repDivID=1"
9330001000692,870015341,株式会社オジックテクノロジーズ,特定事業所排出者,金属製品製造業,熊本県熊本市,2438,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=870015341&repDivID=1"
4242000010098,450121767,金子精機株式会社,特定事業所排出者,はん用機械器具製造業,岐阜県本巣市,2437,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=450121767&repDivID=1"
1010001026001,985601203,株式会社ニユートーキヨー,特定事業所排出者,飲食店,東京都千代田区,2437,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985601203&repDivID=1"
2000020042111,990421108,岩沼市,特定事業所排出者,地方公務,宮城県岩沼市,2433,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=990421108&repDivID=1"
2000020198960,991989607,大月都留広域事務組合,特定事業所排出者,廃棄物処理業,山梨県大月市,2433,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991989607&repDivID=1"
9011101044273,981102036,ブリストル・マイヤーズ　スクイブ株式会社,特定事業所排出者,化学工業,東京都千代田区,2432,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=981102036&repDivID=1"
3010001136995,984600346,新生フィナンシャル株式会社,特定事業所排出者,貸金業，クレジットカード業等非預金信用機関,東京都千代田区,2432,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=984600346&repDivID=1"
5013305000411,980705448,学校法人香川栄養学園,特定事業所排出者,学校教育,東京都豊島区,2430,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=980705448&repDivID=1"
8010001081774,981442234,TPRノブカワ株式会社,特定事業所排出者,ゴム製品製造業,東京都千代田区,2430,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=981442234&repDivID=1"
5010001082560,987461596,岡三証券株式会社,特定事業所排出者,金融商品取引業，商品先物取引業,東京都中央区,2430,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=987461596&repDivID=1"
2160001012183,500014224,株式会社平安製作所,特定事業所排出者,輸送用機械器具製造業,滋賀県高島市,2429,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=500014224&repDivID=1"
4000020282201,992822008,加西市,特定事業所排出者,地方公務,兵庫県加西市,2429,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=992822008&repDivID=1"
9370601002416,100187109,大倉工業株式会社（宮城県）,特定事業所排出者,電子部品・デバイス・電子回路製造業,宮城県多賀城市,2428,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=100187109&repDivID=1"
1140001050129,580069722,福栄肥料株式会社,特定事業所排出者,化学工業,兵庫県尼崎市,2426,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580069722&repDivID=1"
6260005005814,610191511,学校法人順正学園,特定事業所排出者,学校教育,岡山県岡山市,2426,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=610191511&repDivID=1"
8140001034728,530408702,株式会社カネミツ,特定事業所排出者,輸送用機械器具製造業,兵庫県明石市,2424,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=530408702&repDivID=1"
7500001014330,710028668,白川製紙株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,愛媛県四国中央市,2423,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=710028668&repDivID=1"
4011605000454,984346367,学校法人根津育英会武蔵学園,特定事業所排出者,学校教育,東京都練馬区,2423,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=984346367&repDivID=1"
6330001003599,870047480,株式会社ニュースカイホテル,特定事業所排出者,宿泊業,熊本県熊本市,2422,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=870047480&repDivID=1"
1120001022823,580567565,寿精版印刷株式会社,特定事業所排出者,印刷・同関連業,大阪府大阪市,2421,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580567565&repDivID=1"
7020001074662,985793505,三菱化工機株式会社,特定事業所排出者,生産用機械器具製造業,神奈川県川崎市,2418,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985793505&repDivID=1"
1010605002934,991338196,ＳＧＡＭ投資法人,特定事業所排出者,金融商品取引業，商品先物取引業,東京都江東区,2418,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991338196&repDivID=1"
7110001015673,340063184,三星金属工業株式会社,特定荷主,鉄鋼業,新潟県燕市,2415,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=340063184&repDivID=5"
7120001103691,582109783,ヤンマーエネルギーシステム株式会社,特定事業所排出者,機械器具卸売業,兵庫県尼崎市,2414,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=582109783&repDivID=1"
4430001057463,983718619,ファインクリスタル株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,北海道室蘭市,2414,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=983718619&repDivID=1"
6110001013620,347000220,株式会社エーアールシー,特定事業所排出者,廃棄物処理業,新潟県新潟市,2413,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=347000220&repDivID=1"
7180005002612,400489000,医療法人並木会,特定事業所排出者,医療業,愛知県名古屋市,2413,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400489000&repDivID=1"
4020001021923,200913166,株式会社横浜アリーナ,特定事業所排出者,娯楽業,神奈川県横浜市,2411,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=200913166&repDivID=1"
5040001008653,260861544,株式会社　ザ・マンハッタン,特定事業所排出者,宿泊業,千葉県千葉市,2411,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=260861544&repDivID=1"
8330001014108,870378885,八代ニチハ株式会社,特定事業所排出者,窯業・土石製品製造業,熊本県八代市,2411,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=870378885&repDivID=1"
6190001008497,580429891,株式会社サンコープラスチック,特定事業所排出者,プラスチック製品製造業（別掲を除く）,三重県伊賀市,2410,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580429891&repDivID=1"
5290801002054,810013962,株式会社ゼンリンプリンテックス,特定事業所排出者,印刷・同関連業,福岡県北九州市,2410,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=810013962&repDivID=1"
1290001045329,800111665,麻生芳雄商事株式会社,特定事業所排出者,飲食料品小売業,福岡県飯塚市,2407,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=800111665&repDivID=1"
3160005010686,992500391,地方独立行政法人公立甲賀病院,特定事業所排出者,医療業,滋賀県甲賀市,2406,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=992500391&repDivID=1"
2120001003789,580146302,第一鋼業株式会社,特定事業所排出者,金属製品製造業,大阪府大阪市,2405,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580146302&repDivID=1"
7120001027908,581803317,中山共同発電株式会社,特定事業所排出者,電気業,大阪府大阪市,2405,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=581803317&repDivID=1"
1000020282162,992821600,高砂市,特定事業所排出者,地方公務,兵庫県高砂市,2405,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=992821600&repDivID=1"
6010001170819,917016412,花王グループカスタマーマーケティング株式会社,特定事業所排出者,その他の卸売業,東京都中央区,2403,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=917016412&repDivID=1"
6160001000374,500009529,大津板紙株式会社,特定荷主,パルプ・紙・紙加工品製造業,滋賀県大津市,2402,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=500009529&repDivID=5"
8010403021618,083055217,モメンティブ・テクノロジーズ・ジャパン株式会社,特定事業所排出者,窯業・土石製品製造業,東京都新宿区,2399,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=083055217&repDivID=1"
2010001179491,991341191,ヒューリック不動産投資顧問株式会社,特定事業所排出者,金融商品取引業，商品先物取引業,東京都中央区,2398,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991341191&repDivID=1"
7050005004010,250217503,いばらきコープ生活協同組合,特定事業所排出者,飲食料品小売業,茨城県小美玉市,2397,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=250217503&repDivID=1"
9330002008958,870158602,株式会社福徳開発,特定事業所排出者,娯楽業,熊本県熊本市,2397,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=870158602&repDivID=1"
4070005005174,230005999,生活協同組合コープぐんま,特定事業所排出者,飲食料品小売業,群馬県桐生市,2396,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=230005999&repDivID=1"
7011101013123,983933788,株式会社筑波化成,特定事業所排出者,プラスチック製品製造業（別掲を除く）,茨城県つくば市,2396,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=983933788&repDivID=1"
8010001001245,984979146,積水LBテック株式会社,特定事業所排出者,電気機械器具製造業,愛知県常滑市,2396,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=984979146&repDivID=1"
3010001024201,980960585,東洋包材株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都千代田区,2395,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=980960585&repDivID=1"
8010101002102,989102355,株式会社多摩ニュータウン開発センター,特定事業所排出者,不動産賃貸業・管理業,東京都八王子市,2393,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=989102355&repDivID=1"
9120901013344,580194972,カネカ食品株式会社（東京都）,特定事業所排出者,飲食料品卸売業,東京都新宿区,2392,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580194972&repDivID=1"
4380001012622,190213481,小名浜吉野石膏株式会社,特定荷主,窯業・土石製品製造業,福島県いわき市,2391,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=190213481&repDivID=5"
2150001011467,580424151,ＧＭＢ株式会社,特定事業所排出者,輸送用機械器具製造業,奈良県川西町,2389,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580424151&repDivID=1"
9200001013690,450001876,神鋼造機株式会社,特定事業所排出者,はん用機械器具製造業,岐阜県大垣市,2388,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=450001876&repDivID=1"
1010005030197,061052971,ＭＵＦＧプライベートリート投資法人,特定事業所排出者,貸金業，クレジットカード業等非預金信用機関,東京都港区,2387,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=061052971&repDivID=1"
6030001070752,270062523,株式会社大村製作所,特定事業所排出者,輸送用機械器具製造業,埼玉県東松山市,2387,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=270062523&repDivID=1"
6080001016949,420127170,美光産業株式会社,特定事業所排出者,電気機械器具製造業,静岡県藤枝市,2385,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=420127170&repDivID=1"
4000020452084,994520801,西都市,特定事業所排出者,地方公務,宮崎県西都市,2385,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=994520801&repDivID=1"
4013301008582,980115343,東洋科学株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,茨城県古河市,2384,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=980115343&repDivID=1"
4240001000392,600196273,株式会社　あじかん,特定貨物輸送事業者,食料品製造業,広島県広島市,2383,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=600196273&repDivID=2"
9010001141445,430006857,株式会社コックス,特定事業所排出者,織物・衣服・身の回り品小売業,東京都中央区,2382,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=430006857&repDivID=1"
9010401019159,987936831,大洋塩ビ株式会社,特定荷主,化学工業,東京都中央区,2381,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=987936831&repDivID=5"
9000020118532,991185300,坂戸、鶴ヶ島水道企業団,特定事業所排出者,水道業,埼玉県坂戸市,2381,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991185300&repDivID=1"
2060001010511,240015765,株式会社刀川平和農園,特定事業所排出者,その他の製造業,栃木県鹿沼市,2380,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=240015765&repDivID=1"
2010001146236,240173844,東日本ダントータイル株式会社,特定事業所排出者,窯業・土石製品製造業,東京都中央区,2379,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=240173844&repDivID=1"
3260005002013,610006828,生活協同組合おかやまコープ,特定事業所排出者,飲食料品小売業,岡山県岡山市,2377,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=610006828&repDivID=1"
5000020122050,991220507,館山市,特定事業所排出者,地方公務,千葉県館山市,2377,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991220507&repDivID=1"
4140001011937,530119183,株式会社神戸国際会館,特定事業所排出者,不動産賃貸業・管理業,兵庫県神戸市,2376,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=530119183&repDivID=1"
9180001025053,400018660,カウパック株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,愛知県岩倉市,2375,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400018660&repDivID=1"
5060001000014,240060715,株式会社栃木銀行,特定事業所排出者,銀行業,栃木県宇都宮市,2374,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=240060715&repDivID=1"
2290001013573,800526070,ＪＲ九州フードサービス株式会社,特定事業所排出者,飲食店,福岡県福岡市,2373,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=800526070&repDivID=1"
5100001005685,330077014,株式会社ニットー,特定事業所排出者,業務用機械器具製造業,長野県須坂市,2372,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=330077014&repDivID=1"
9160001013183,500002411,株式会社メタルアート,特定荷主,鉄鋼業,滋賀県草津市,2371,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=500002411&repDivID=5"
6011701000463,980750757,株式会社イクタツ,特定事業所排出者,食料品製造業,東京都江戸川区,2371,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=980750757&repDivID=1"
9010001162805,580276307,株式会社五鈴精工硝子,特定事業所排出者,窯業・土石製品製造業,大阪府泉佐野市,2370,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580276307&repDivID=1"
4180001040230,400120771,富士工器株式会社,特定事業所排出者,金属製品製造業,愛知県名古屋市,2369,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400120771&repDivID=1"
4240001043458,975007873,株式会社フジマート,特定事業所排出者,飲食料品小売業,広島県廿日市市,2369,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=975007873&repDivID=1"
5480001001647,720019009,西精工株式会社,特定事業所排出者,金属製品製造業,徳島県徳島市,2368,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=720019009&repDivID=1"
5010003015799,991326991,合同会社デウテロス,特定事業所排出者,不動産賃貸業・管理業,東京都千代田区,2368,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991326991&repDivID=1"
6140005013556,540080430,播州信用金庫,特定事業所排出者,協同組織金融業,兵庫県姫路市,2367,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=540080430&repDivID=1"
2011801010969,985615611,日新工業株式会社（東京都）,特定荷主,パルプ・紙・紙加工品製造業,東京都足立区,2365,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985615611&repDivID=5"
6160001017121,695009376,ポラテック西日本株式会社,特定事業所排出者,木材・木製品製造業（家具を除く）,滋賀県甲賀市,2364,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=695009376&repDivID=1"
2020001030067,985161269,株式会社アイネス,特定事業所排出者,情報サービス業,東京都中央区,2362,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985161269&repDivID=1"
3011201011699,989771711,神州一味噌株式会社,特定事業所排出者,食料品製造業,東京都渋谷区,2361,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=989771711&repDivID=1"
9070001009637,220337761,株式会社高崎髙島屋,特定事業所排出者,各種商品小売業,群馬県高崎市,2356,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=220337761&repDivID=1"
6120001235593,841058208,パナソニックエナジー株式会社,特定荷主,電気機械器具製造業,大阪府守口市,2355,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=841058208&repDivID=5"
1013101003737,980806502,株式会社せきづか,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都青梅市,2355,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=980806502&repDivID=1"
9090001011657,280271349,株式会社リバーサイドコーポレーション,特定事業所排出者,飲食店,山梨県韮崎市,2353,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=280271349&repDivID=1"
8190001000667,470114680,株式会社ZTV,特定事業所排出者,放送業,三重県津市,2353,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=470114680&repDivID=1"
4021001025063,200145255,株式会社ガスター,特定事業所排出者,金属製品製造業,神奈川県大和市,2352,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=200145255&repDivID=1"
2180001080856,400107751,日本紙工業株式会社,特定事業所排出者,パルプ・紙・紙加工品製造業,愛知県犬山市,2351,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400107751&repDivID=1"
1010601031771,810433644,日本鉄塔工業株式会社,特定事業所排出者,金属製品製造業,東京都江東区,2350,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=810433644&repDivID=1"
7010401023402,985683568,"thyssenkrupp rothe erde Japan 株式会社",特定事業所排出者,はん用機械器具製造業,東京都中央区,2349,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985683568&repDivID=1"
0000000000000,991330699,新宿スクエアタワー管理組合,特定事業所排出者,不動産賃貸業・管理業,東京都新宿区,2344,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991330699&repDivID=1"
4500005004891,740273469,越智今治農業協同組合,特定事業所排出者,協同組合（他に分類されないもの）,愛媛県今治市,2343,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=740273469&repDivID=1"
6120001196019,582723785,株式会社サーブ,特定事業所排出者,飲食料品小売業,大阪府吹田市,2342,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=582723785&repDivID=1"
3230001005311,370067774,タカノギケン株式会社,特定事業所排出者,電子部品・デバイス・電子回路製造業,富山県富山市,2339,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=370067774&repDivID=1"
6330001026195,870353401,ニューコ・ワン株式会社,特定事業所排出者,その他の小売業,熊本県熊本市,2339,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=870353401&repDivID=1"
9000020384224,993842201,内子町,特定事業所排出者,地方公務,愛媛県内子町,2339,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=993842201&repDivID=1"
1130001029974,500048250,河長樹脂工業株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,京都府向日市,2336,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=500048250&repDivID=1"
3140001036976,530025837,株式会社ジャパンエンジンコーポレーション,特定事業所排出者,輸送用機械器具製造業,兵庫県明石市,2336,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=530025837&repDivID=1"
4120002046711,374000764,有限会社アルファフォルム,特定事業所排出者,廃棄物処理業,大阪府大阪市,2334,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=374000764&repDivID=1"
8120001077720,580104349,紀伊産業株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,大阪府大阪市,2332,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580104349&repDivID=1"
7040001052550,261076379,リ・パレット株式会社,特定事業所排出者,廃棄物処理業,千葉県富津市,2329,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=261076379&repDivID=1"
8000020402176,994021703,筑紫野市,特定事業所排出者,地方公務,福岡県筑紫野市,2326,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=994021703&repDivID=1"
9470001011420,710208432,株式会社タイホー,特定事業所排出者,はん用機械器具製造業,香川県東かがわ市,2324,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=710208432&repDivID=1"
2130001025064,501032272,株式会社不二家神戸,特定事業所排出者,食料品製造業,兵庫県神戸市,2323,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=501032272&repDivID=1"
1010001054712,983339742,株式会社ハナワトランスポート,特定貨物輸送事業者,道路貨物運送業,東京都中央区,2323,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=983339742&repDivID=2"
9000020162043,991620401,魚津市,特定事業所排出者,地方公務,富山県魚津市,2322,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991620401&repDivID=1"
1010001094618,985546101,東和化工株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,東京都千代田区,2321,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=985546101&repDivID=1"
1290001041369,800009071,オタライト株式会社,特定事業所排出者,プラスチック製品製造業（別掲を除く）,福岡県春日市,2319,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=800009071&repDivID=1"
2010905000752,980899468,学校法人産業能率大学,特定事業所排出者,学校教育,東京都世田谷区,2319,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=980899468&repDivID=1"
7140005016129,580650831,医療法人信和会,特定事業所排出者,医療業,兵庫県西宮市,2318,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=580650831&repDivID=1"
7100001011005,330025921,シナノケンシ株式会社,特定事業所排出者,電気機械器具製造業,長野県上田市,2315,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=330025921&repDivID=1"
4140005013376,540137292,社会医療法人財団聖フランシスコ会,特定事業所排出者,医療業,兵庫県姫路市,2315,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=540137292&repDivID=1"
1180305005064,990095084,国立大学法人愛知教育大学,特定事業所排出者,学校教育,愛知県刈谷市,2314,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=990095084&repDivID=1"
1011101036179,991111093,"三井住建道路株式会社・北川ヒューテック株式会社・フジタ道路株式会社　共同企業体",特定事業所排出者,総合工事業,埼玉県朝霞市,2313,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=991111093&repDivID=1"
2180001096803,400028497,加藤軽金属工業株式会社,特定事業所排出者,非鉄金属製造業,愛知県蟹江町,2312,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400028497&repDivID=1"
2140001014363,530017316,株式会社メイショク,特定事業所排出者,食料品製造業,兵庫県加古川市,2312,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=530017316&repDivID=1"
3490001006985,216005952,高知おおとよ製材株式会社,特定事業所排出者,木材・木製品製造業（家具を除く）,高知県大豊町,2311,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=216005952&repDivID=1"
6040001018189,260050707,東洋電業株式会社,特定事業所排出者,鉄鋼業,千葉県船橋市,2306,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=260050707&repDivID=1"
8180001030533,400795961,ジェイアール東海フードサービス株式会社,特定事業所排出者,飲食店,愛知県名古屋市,2305,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400795961&repDivID=1"
3020001025586,200533461,株式会社江戸清,特定事業所排出者,食料品製造業,神奈川県横浜市,2304,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=200533461&repDivID=1"
4180001022278,400082571,株式会社中部プラントサービス,特定事業所排出者,設備工事業,愛知県名古屋市,2304,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=400082571&repDivID=1"
1260001001078,610005320,株式会社岡山製紙,特定荷主,パルプ・紙・紙加工品製造業,岡山県岡山市,2302,"https://eegs.env.go.jp/ghg-santeikohyo-result/corporate?spEmitCode=610005320&repDivID=5"
